District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Crop,State
PURULIA, 2011-12,Rabi       ,417,80,0.191846523,Linseed,West Bengal
PURULIA, 2012-13,Rabi       ,393,73,0.185750636,Linseed,West Bengal
PURULIA, 2013-14,Rabi       ,215,42,0.195348837,Linseed,West Bengal
PURULIA, 2014-15,Rabi       ,160,51,0.31875,Linseed,West Bengal
PURULIA, 2015-16,Rabi       ,445,101,0.226966292,Linseed,West Bengal
PURULIA, 2016-17,Rabi       ,586,174,0.296928328,Linseed,West Bengal
PURULIA, 2017-18,Rabi       ,374,82,0.219251337,Linseed,West Bengal
PURULIA, 2018-19,Rabi       ,328,64,0.195121951,Linseed,West Bengal
PURULIA, 2019-20,Rabi       ,452,79,0.174778761,Linseed,West Bengal
24 PARAGANAS NORTH, 1997-98,Whole Year ,5,10,2,Maize,West Bengal
24 PARAGANAS NORTH, 2005-06,Kharif     ,3,6,2,Maize,West Bengal
24 PARAGANAS NORTH, 2007-08,Summer     ,58,195,3.362068966,Maize,West Bengal
24 PARAGANAS NORTH, 2008-09,Rabi       ,32,91,2.84375,Maize,West Bengal
24 PARAGANAS NORTH, 2008-09,Summer     ,61,233,3.819672131,Maize,West Bengal
24 PARAGANAS NORTH, 2009-10,Rabi       ,53,219,4.132075472,Maize,West Bengal
24 PARAGANAS NORTH, 2009-10,Summer     ,179,601,3.357541899,Maize,West Bengal
24 PARAGANAS NORTH, 2010-11,Autumn     ,9,23,2.555555556,Maize,West Bengal
24 PARAGANAS NORTH, 2010-11,Rabi       ,53,159,3,Maize,West Bengal
24 PARAGANAS NORTH, 2010-11,Summer     ,101,247,2.445544554,Maize,West Bengal
24 PARAGANAS NORTH, 2011-12,Rabi       ,45,137,3.044444444,Maize,West Bengal
24 PARAGANAS NORTH, 2011-12,Summer     ,124,330,2.661290323,Maize,West Bengal
24 PARAGANAS NORTH, 2012-13,Rabi       ,56,162,2.892857143,Maize,West Bengal
24 PARAGANAS NORTH, 2012-13,Summer     ,144,365,2.534722222,Maize,West Bengal
24 PARAGANAS NORTH, 2013-14,Rabi       ,45,149,3.311111111,Maize,West Bengal
24 PARAGANAS NORTH, 2013-14,Summer     ,129,333,2.581395349,Maize,West Bengal
24 PARAGANAS NORTH, 2014-15,Autumn     ,54,342,6.333333333,Maize,West Bengal
24 PARAGANAS NORTH, 2014-15,Rabi       ,49,149,3.040816327,Maize,West Bengal
24 PARAGANAS NORTH, 2014-15,Summer     ,132,343,2.598484848,Maize,West Bengal
24 PARAGANAS NORTH, 2015-16,Autumn     ,60,160,2.666666667,Maize,West Bengal
24 PARAGANAS NORTH, 2015-16,Rabi       ,53,174,3.283018868,Maize,West Bengal
24 PARAGANAS NORTH, 2015-16,Summer     ,138,363,2.630434783,Maize,West Bengal
24 PARAGANAS NORTH, 2016-17,Autumn     ,148,403,2.722972973,Maize,West Bengal
24 PARAGANAS NORTH, 2016-17,Rabi       ,138,528,3.826086957,Maize,West Bengal
24 PARAGANAS NORTH, 2016-17,Summer     ,166,408,2.457831325,Maize,West Bengal
24 PARAGANAS NORTH, 2017-18,Autumn     ,183,449,2.453551913,Maize,West Bengal
24 PARAGANAS NORTH, 2017-18,Rabi       ,58,214,3.689655172,Maize,West Bengal
24 PARAGANAS NORTH, 2017-18,Summer     ,167,422,2.526946108,Maize,West Bengal
24 PARAGANAS NORTH, 2018-19,Rabi       ,153,552,3.607843137,Maize,West Bengal
24 PARAGANAS NORTH, 2018-19,Summer     ,265,482,1.818867925,Maize,West Bengal
24 PARAGANAS NORTH, 2019-20,Autumn     ,190,630,3.315789474,Maize,West Bengal
24 PARAGANAS NORTH, 2019-20,Summer     ,280,657,2.346428571,Maize,West Bengal
24 PARAGANAS SOUTH, 1998-99,Kharif     ,2,10,5,Maize,West Bengal
24 PARAGANAS SOUTH, 2003-04,Kharif     ,400,1160,2.9,Maize,West Bengal
24 PARAGANAS SOUTH, 2004-05,Kharif     ,252,655,2.599206349,Maize,West Bengal
24 PARAGANAS SOUTH, 2005-06,Kharif     ,245,511,2.085714286,Maize,West Bengal
24 PARAGANAS SOUTH, 2006-07,Kharif     ,250,521,2.084,Maize,West Bengal
24 PARAGANAS SOUTH, 2007-08,Summer     ,305,634,2.078688525,Maize,West Bengal
24 PARAGANAS SOUTH, 2008-09,Summer     ,290,606,2.089655172,Maize,West Bengal
24 PARAGANAS SOUTH, 2009-10,Summer     ,314,426,1.356687898,Maize,West Bengal
24 PARAGANAS SOUTH, 2010-11,Autumn     ,53,134,2.528301887,Maize,West Bengal
24 PARAGANAS SOUTH, 2010-11,Summer     ,321,659,2.052959502,Maize,West Bengal
24 PARAGANAS SOUTH, 2011-12,Summer     ,195,278,1.425641026,Maize,West Bengal
24 PARAGANAS SOUTH, 2012-13,Summer     ,197,515,2.614213198,Maize,West Bengal
24 PARAGANAS SOUTH, 2013-14,Summer     ,237,483,2.037974684,Maize,West Bengal
24 PARAGANAS SOUTH, 2014-15,Summer     ,251,552,2.199203187,Maize,West Bengal
24 PARAGANAS SOUTH, 2015-16,Summer     ,244,587,2.405737705,Maize,West Bengal
24 PARAGANAS SOUTH, 2016-17,Summer     ,248,623,2.512096774,Maize,West Bengal
24 PARAGANAS SOUTH, 2017-18,Summer     ,55,99,1.8,Maize,West Bengal
24 PARAGANAS SOUTH, 2018-19,Autumn     ,75,234,3.12,Maize,West Bengal
24 PARAGANAS SOUTH, 2018-19,Summer     ,105,165,1.571428571,Maize,West Bengal
24 PARAGANAS SOUTH, 2019-20,Rabi       ,155,367,2.367741935,Maize,West Bengal
24 PARAGANAS SOUTH, 2019-20,Summer     ,600,1119,1.865,Maize,West Bengal
ALIPURDUAR, 2016-17,Autumn     ,3432,18694,5.446969697,Maize,West Bengal
ALIPURDUAR, 2017-18,Autumn     ,3932,9637,2.450915565,Maize,West Bengal
ALIPURDUAR, 2017-18,Rabi       ,13915,94622,6.8,Maize,West Bengal
ALIPURDUAR, 2017-18,Summer     ,6610,36983,5.595007564,Maize,West Bengal
ALIPURDUAR, 2018-19,Autumn     ,4849,26429,5.450402145,Maize,West Bengal
ALIPURDUAR, 2018-19,Rabi       ,12640,53088,4.2,Maize,West Bengal
ALIPURDUAR, 2018-19,Summer     ,6085,36936,6.070008217,Maize,West Bengal
ALIPURDUAR, 2019-20,Autumn     ,5932,25452,4.290627107,Maize,West Bengal
ALIPURDUAR, 2019-20,Rabi       ,11750,54638,4.650042553,Maize,West Bengal
ALIPURDUAR, 2019-20,Summer     ,13545,82421,6.084976006,Maize,West Bengal
BANKURA, 1997-98,Whole Year ,500,380,0.76,Maize,West Bengal
BANKURA, 1998-99,Kharif     ,281,320,1.138790036,Maize,West Bengal
BANKURA, 1999-00,Kharif     ,341,530,1.554252199,Maize,West Bengal
BANKURA, 2000-01,Kharif     ,405,740,1.827160494,Maize,West Bengal
BANKURA, 2001-02,Kharif     ,546,971,1.778388278,Maize,West Bengal
BANKURA, 2002-03,Kharif     ,136,157,1.154411765,Maize,West Bengal
BANKURA, 2003-04,Kharif     ,506,664,1.312252964,Maize,West Bengal
BANKURA, 2004-05,Kharif     ,611,1087,1.779050736,Maize,West Bengal
BANKURA, 2005-06,Kharif     ,783,1512,1.931034483,Maize,West Bengal
BANKURA, 2006-07,Kharif     ,775,2100,2.709677419,Maize,West Bengal
BANKURA, 2007-08,Kharif     ,100,100,1,Maize,West Bengal
BANKURA, 2007-08,Rabi       ,20,55,2.75,Maize,West Bengal
BANKURA, 2007-08,Summer     ,173,553,3.196531792,Maize,West Bengal
BANKURA, 2008-09,Autumn     ,302,367,1.215231788,Maize,West Bengal
BANKURA, 2008-09,Rabi       ,5,13,2.6,Maize,West Bengal
BANKURA, 2008-09,Summer     ,89,180,2.02247191,Maize,West Bengal
BANKURA, 2009-10,Autumn     ,5,7,1.4,Maize,West Bengal
BANKURA, 2009-10,Rabi       ,26,83,3.192307692,Maize,West Bengal
BANKURA, 2009-10,Summer     ,141,298,2.113475177,Maize,West Bengal
BANKURA, 2010-11,Autumn     ,151,316,2.092715232,Maize,West Bengal
BANKURA, 2010-11,Rabi       ,45,46,1.022222222,Maize,West Bengal
BANKURA, 2010-11,Summer     ,134,344,2.567164179,Maize,West Bengal
BANKURA, 2011-12,Autumn     ,25,30,1.2,Maize,West Bengal
BANKURA, 2011-12,Rabi       ,85,191,2.247058824,Maize,West Bengal
BANKURA, 2011-12,Summer     ,121,274,2.26446281,Maize,West Bengal
BANKURA, 2012-13,Rabi       ,107,343,3.205607477,Maize,West Bengal
BANKURA, 2012-13,Summer     ,204,664,3.254901961,Maize,West Bengal
BANKURA, 2013-14,Autumn     ,117,215,1.837606838,Maize,West Bengal
BANKURA, 2013-14,Rabi       ,43,143,3.325581395,Maize,West Bengal
BANKURA, 2013-14,Summer     ,61,171,2.803278689,Maize,West Bengal
BANKURA, 2014-15,Autumn     ,60,121,2.016666667,Maize,West Bengal
BANKURA, 2014-15,Rabi       ,78,225,2.884615385,Maize,West Bengal
BANKURA, 2014-15,Summer     ,148,474,3.202702703,Maize,West Bengal
BANKURA, 2015-16,Autumn     ,133,554,4.165413534,Maize,West Bengal
BANKURA, 2015-16,Rabi       ,82,250,3.048780488,Maize,West Bengal
BANKURA, 2015-16,Summer     ,176,568,3.227272727,Maize,West Bengal
BANKURA, 2016-17,Autumn     ,203,497,2.448275862,Maize,West Bengal
BANKURA, 2016-17,Rabi       ,84,259,3.083333333,Maize,West Bengal
BANKURA, 2016-17,Summer     ,190,616,3.242105263,Maize,West Bengal
BANKURA, 2017-18,Autumn     ,333,531,1.594594595,Maize,West Bengal
BANKURA, 2017-18,Rabi       ,119,397,3.336134454,Maize,West Bengal
BANKURA, 2017-18,Summer     ,275,899,3.269090909,Maize,West Bengal
BANKURA, 2018-19,Rabi       ,38,124,3.263157895,Maize,West Bengal
BANKURA, 2018-19,Summer     ,171,487,2.847953216,Maize,West Bengal
BANKURA, 2019-20,Autumn     ,145,343,2.365517241,Maize,West Bengal
BANKURA, 2019-20,Rabi       ,166,500,3.012048193,Maize,West Bengal
BANKURA, 2019-20,Summer     ,167,472,2.826347305,Maize,West Bengal
BIRBHUM, 1997-98,Whole Year ,44,30,0.681818182,Maize,West Bengal
BIRBHUM, 1998-99,Kharif     ,189,220,1.164021164,Maize,West Bengal
BIRBHUM, 1999-00,Kharif     ,40,60,1.5,Maize,West Bengal
BIRBHUM, 2000-01,Kharif     ,499,920,1.843687375,Maize,West Bengal
BIRBHUM, 2001-02,Kharif     ,292,519,1.77739726,Maize,West Bengal
BIRBHUM, 2002-03,Kharif     ,210,351,1.671428571,Maize,West Bengal
BIRBHUM, 2003-04,Kharif     ,170,281,1.652941176,Maize,West Bengal
BIRBHUM, 2004-05,Kharif     ,121,211,1.743801653,Maize,West Bengal
BIRBHUM, 2005-06,Kharif     ,162,236,1.456790123,Maize,West Bengal
BIRBHUM, 2006-07,Kharif     ,268,434,1.619402985,Maize,West Bengal
BIRBHUM, 2007-08,Kharif     ,371,351,0.946091644,Maize,West Bengal
BIRBHUM, 2007-08,Summer     ,131,214,1.633587786,Maize,West Bengal
BIRBHUM, 2008-09,Autumn     ,313,457,1.460063898,Maize,West Bengal
BIRBHUM, 2008-09,Summer     ,142,251,1.767605634,Maize,West Bengal
BIRBHUM, 2009-10,Autumn     ,494,643,1.301619433,Maize,West Bengal
BIRBHUM, 2009-10,Summer     ,113,183,1.619469027,Maize,West Bengal
BIRBHUM, 2010-11,Autumn     ,103,181,1.757281553,Maize,West Bengal
BIRBHUM, 2010-11,Summer     ,109,176,1.614678899,Maize,West Bengal
BIRBHUM, 2011-12,Autumn     ,154,242,1.571428571,Maize,West Bengal
BIRBHUM, 2011-12,Summer     ,75,120,1.6,Maize,West Bengal
BIRBHUM, 2012-13,Autumn     ,92,177,1.923913043,Maize,West Bengal
BIRBHUM, 2012-13,Rabi       ,61,58,0.950819672,Maize,West Bengal
BIRBHUM, 2012-13,Summer     ,31,50,1.612903226,Maize,West Bengal
BIRBHUM, 2013-14,Rabi       ,9,8,0.888888889,Maize,West Bengal
BIRBHUM, 2013-14,Summer     ,72,116,1.611111111,Maize,West Bengal
BIRBHUM, 2014-15,Autumn     ,267,540,2.02247191,Maize,West Bengal
BIRBHUM, 2014-15,Rabi       ,35,33,0.942857143,Maize,West Bengal
BIRBHUM, 2014-15,Summer     ,115,276,2.4,Maize,West Bengal
BIRBHUM, 2015-16,Autumn     ,282,502,1.780141844,Maize,West Bengal
BIRBHUM, 2015-16,Rabi       ,48,45,0.9375,Maize,West Bengal
BIRBHUM, 2015-16,Summer     ,120,294,2.45,Maize,West Bengal
BIRBHUM, 2016-17,Autumn     ,346,942,2.722543353,Maize,West Bengal
BIRBHUM, 2016-17,Rabi       ,54,51,0.944444444,Maize,West Bengal
BIRBHUM, 2016-17,Summer     ,118,286,2.423728814,Maize,West Bengal
BIRBHUM, 2017-18,Autumn     ,370,907,2.451351351,Maize,West Bengal
BIRBHUM, 2017-18,Rabi       ,401,822,2.049875312,Maize,West Bengal
BIRBHUM, 2017-18,Summer     ,410,894,2.180487805,Maize,West Bengal
BIRBHUM, 2018-19,Autumn     ,194,605,3.118556701,Maize,West Bengal
BIRBHUM, 2018-19,Rabi       ,436,458,1.050458716,Maize,West Bengal
BIRBHUM, 2018-19,Summer     ,429,892,2.079254079,Maize,West Bengal
BIRBHUM, 2019-20,Autumn     ,272,901,3.3125,Maize,West Bengal
BIRBHUM, 2019-20,Rabi       ,515,1689,3.27961165,Maize,West Bengal
BIRBHUM, 2019-20,Summer     ,635,991,1.560629921,Maize,West Bengal
COOCHBEHAR, 1997-98,Whole Year ,7,30,4.285714286,Maize,West Bengal
COOCHBEHAR, 1998-99,Kharif     ,32,120,3.75,Maize,West Bengal
COOCHBEHAR, 1999-00,Kharif     ,3,10,3.333333333,Maize,West Bengal
COOCHBEHAR, 2000-01,Kharif     ,4,10,2.5,Maize,West Bengal
COOCHBEHAR, 2001-02,Kharif     ,17,55,3.235294118,Maize,West Bengal
COOCHBEHAR, 2002-03,Kharif     ,35,82,2.342857143,Maize,West Bengal
COOCHBEHAR, 2003-04,Kharif     ,341,467,1.369501466,Maize,West Bengal
COOCHBEHAR, 2004-05,Kharif     ,2215,11154,5.035665914,Maize,West Bengal
COOCHBEHAR, 2005-06,Kharif     ,3052,22622,7.412188729,Maize,West Bengal
COOCHBEHAR, 2006-07,Kharif     ,5900,35200,5.966101695,Maize,West Bengal
COOCHBEHAR, 2007-08,Kharif     ,184,425,2.309782609,Maize,West Bengal
COOCHBEHAR, 2007-08,Rabi       ,4787,28722,6,Maize,West Bengal
COOCHBEHAR, 2007-08,Summer     ,4750,28500,6,Maize,West Bengal
COOCHBEHAR, 2008-09,Autumn     ,375,1058,2.821333333,Maize,West Bengal
COOCHBEHAR, 2008-09,Rabi       ,4049,23484,5.799950605,Maize,West Bengal
COOCHBEHAR, 2008-09,Summer     ,4049,24294,6,Maize,West Bengal
COOCHBEHAR, 2009-10,Autumn     ,407,933,2.292383292,Maize,West Bengal
COOCHBEHAR, 2009-10,Rabi       ,6010,35038,5.829950083,Maize,West Bengal
COOCHBEHAR, 2009-10,Summer     ,4374,26603,6.082075903,Maize,West Bengal
COOCHBEHAR, 2010-11,Autumn     ,484,1306,2.698347107,Maize,West Bengal
COOCHBEHAR, 2010-11,Rabi       ,4075,23818,5.844907975,Maize,West Bengal
COOCHBEHAR, 2010-11,Summer     ,4391,26465,6.027100888,Maize,West Bengal
COOCHBEHAR, 2011-12,Autumn     ,656,1487,2.266768293,Maize,West Bengal
COOCHBEHAR, 2011-12,Rabi       ,4290,25204,5.875058275,Maize,West Bengal
COOCHBEHAR, 2011-12,Summer     ,4400,27280,6.2,Maize,West Bengal
COOCHBEHAR, 2012-13,Autumn     ,1797,4375,2.434613244,Maize,West Bengal
COOCHBEHAR, 2012-13,Rabi       ,7100,46150,6.5,Maize,West Bengal
COOCHBEHAR, 2012-13,Summer     ,4388,26780,6.103008204,Maize,West Bengal
COOCHBEHAR, 2013-14,Autumn     ,2677,7434,2.776989167,Maize,West Bengal
COOCHBEHAR, 2013-14,Rabi       ,12750,82875,6.5,Maize,West Bengal
COOCHBEHAR, 2013-14,Summer     ,4393,26841,6.109947644,Maize,West Bengal
COOCHBEHAR, 2014-15,Autumn     ,2745,6982,2.543533698,Maize,West Bengal
COOCHBEHAR, 2014-15,Rabi       ,12750,82875,6.5,Maize,West Bengal
COOCHBEHAR, 2014-15,Summer     ,4394,26847,6.109922622,Maize,West Bengal
COOCHBEHAR, 2015-16,Autumn     ,2944,8470,2.877038043,Maize,West Bengal
COOCHBEHAR, 2015-16,Rabi       ,12755,82754,6.487965504,Maize,West Bengal
COOCHBEHAR, 2015-16,Summer     ,4397,27064,6.155105754,Maize,West Bengal
COOCHBEHAR, 2016-17,Autumn     ,3686,9679,2.625881715,Maize,West Bengal
COOCHBEHAR, 2016-17,Rabi       ,12753,82818,6.494001411,Maize,West Bengal
COOCHBEHAR, 2016-17,Summer     ,4399,27177,6.177994999,Maize,West Bengal
COOCHBEHAR, 2017-18,Autumn     ,3884,9519,2.450823893,Maize,West Bengal
COOCHBEHAR, 2017-18,Rabi       ,16000,110400,6.9,Maize,West Bengal
COOCHBEHAR, 2017-18,Summer     ,4500,29700,6.6,Maize,West Bengal
COOCHBEHAR, 2018-19,Autumn     ,3203,10252,3.200749298,Maize,West Bengal
COOCHBEHAR, 2018-19,Rabi       ,9390,56528,6.020021299,Maize,West Bengal
COOCHBEHAR, 2018-19,Summer     ,12655,77512,6.125009878,Maize,West Bengal
COOCHBEHAR, 2019-20,Autumn     ,2215,6544,2.954401806,Maize,West Bengal
COOCHBEHAR, 2019-20,Rabi       ,29000,178350,6.15,Maize,West Bengal
COOCHBEHAR, 2019-20,Summer     ,10200,62475,6.125,Maize,West Bengal
DARJEELING, 1997-98,Whole Year ,22618,87130,3.852241578,Maize,West Bengal
DARJEELING, 1998-99,Kharif     ,21498,77560,3.607777468,Maize,West Bengal
DARJEELING, 1999-00,Kharif     ,19063,41720,2.18853276,Maize,West Bengal
DARJEELING, 2000-01,Kharif     ,12876,39870,3.096458527,Maize,West Bengal
DARJEELING, 2001-02,Kharif     ,12932,44872,3.469842252,Maize,West Bengal
DARJEELING, 2002-03,Kharif     ,12953,29187,2.253300394,Maize,West Bengal
DARJEELING, 2003-04,Kharif     ,14160,27952,1.974011299,Maize,West Bengal
DARJEELING, 2004-05,Kharif     ,14517,41950,2.889715506,Maize,West Bengal
DARJEELING, 2005-06,Kharif     ,14376,29409,2.045701169,Maize,West Bengal
DARJEELING, 2006-07,Kharif     ,14558,30808,2.116224756,Maize,West Bengal
DARJEELING, 2007-08,Kharif     ,14895,37547,2.520778785,Maize,West Bengal
DARJEELING, 2007-08,Rabi       ,85,128,1.505882353,Maize,West Bengal
DARJEELING, 2007-08,Summer     ,305,512,1.678688525,Maize,West Bengal
DARJEELING, 2008-09,Autumn     ,15365,42259,2.750341686,Maize,West Bengal
DARJEELING, 2008-09,Rabi       ,85,116,1.364705882,Maize,West Bengal
DARJEELING, 2008-09,Summer     ,305,512,1.678688525,Maize,West Bengal
DARJEELING, 2009-10,Autumn     ,15398,38232,2.48291986,Maize,West Bengal
DARJEELING, 2009-10,Rabi       ,50,130,2.6,Maize,West Bengal
DARJEELING, 2009-10,Summer     ,395,1244,3.149367089,Maize,West Bengal
DARJEELING, 2010-11,Autumn     ,15530,39153,2.521120412,Maize,West Bengal
DARJEELING, 2010-11,Rabi       ,50,130,2.6,Maize,West Bengal
DARJEELING, 2010-11,Summer     ,480,1505,3.135416667,Maize,West Bengal
DARJEELING, 2011-12,Autumn     ,15654,36027,2.301456497,Maize,West Bengal
DARJEELING, 2011-12,Rabi       ,60,188,3.133333333,Maize,West Bengal
DARJEELING, 2011-12,Summer     ,490,1551,3.165306122,Maize,West Bengal
DARJEELING, 2012-13,Autumn     ,15686,36167,2.3056866,Maize,West Bengal
DARJEELING, 2012-13,Rabi       ,53,149,2.811320755,Maize,West Bengal
DARJEELING, 2012-13,Summer     ,454,1433,3.156387665,Maize,West Bengal
DARJEELING, 2013-14,Autumn     ,16080,37032,2.302985075,Maize,West Bengal
DARJEELING, 2013-14,Rabi       ,54,156,2.888888889,Maize,West Bengal
DARJEELING, 2013-14,Summer     ,1350,4523,3.35037037,Maize,West Bengal
DARJEELING, 2014-15,Autumn     ,15563,36415,2.339844503,Maize,West Bengal
DARJEELING, 2014-15,Rabi       ,55,164,2.981818182,Maize,West Bengal
DARJEELING, 2014-15,Summer     ,1350,4523,3.35037037,Maize,West Bengal
DARJEELING, 2015-16,Autumn     ,15798,39014,2.469553108,Maize,West Bengal
DARJEELING, 2015-16,Rabi       ,50,175,3.5,Maize,West Bengal
DARJEELING, 2015-16,Summer     ,1440,5113,3.550694444,Maize,West Bengal
DARJEELING, 2016-17,Autumn     ,5252,10295,1.960205636,Maize,West Bengal
DARJEELING, 2016-17,Rabi       ,53,165,3.113207547,Maize,West Bengal
DARJEELING, 2016-17,Summer     ,1395,4814,3.450896057,Maize,West Bengal
DARJEELING, 2017-18,Autumn     ,6102,14955,2.450835792,Maize,West Bengal
DARJEELING, 2017-18,Rabi       ,50,175,3.5,Maize,West Bengal
DARJEELING, 2017-18,Summer     ,6500,14950,2.3,Maize,West Bengal
DARJEELING, 2018-19,Autumn     ,4135,9852,2.382587666,Maize,West Bengal
DARJEELING, 2018-19,Summer     ,2420,12100,5,Maize,West Bengal
DARJEELING, 2019-20,Autumn     ,4126,9331,2.261512361,Maize,West Bengal
DINAJPUR DAKSHIN, 1997-98,Whole Year ,37,140,3.783783784,Maize,West Bengal
DINAJPUR DAKSHIN, 1998-99,Kharif     ,9,30,3.333333333,Maize,West Bengal
DINAJPUR DAKSHIN, 1999-00,Kharif     ,1,2,2,Maize,West Bengal
DINAJPUR DAKSHIN, 2000-01,Kharif     ,2,10,5,Maize,West Bengal
DINAJPUR DAKSHIN, 2004-05,Kharif     ,146,305,2.089041096,Maize,West Bengal
DINAJPUR DAKSHIN, 2005-06,Kharif     ,108,223,2.064814815,Maize,West Bengal
DINAJPUR DAKSHIN, 2006-07,Kharif     ,1533,4095,2.671232877,Maize,West Bengal
DINAJPUR DAKSHIN, 2007-08,Summer     ,460,1455,3.163043478,Maize,West Bengal
DINAJPUR DAKSHIN, 2008-09,Summer     ,359,1078,3.002785515,Maize,West Bengal
DINAJPUR DAKSHIN, 2009-10,Summer     ,493,2274,4.612576065,Maize,West Bengal
DINAJPUR DAKSHIN, 2010-11,Summer     ,437,1602,3.66590389,Maize,West Bengal
DINAJPUR DAKSHIN, 2011-12,Summer     ,430,1651,3.839534884,Maize,West Bengal
DINAJPUR DAKSHIN, 2012-13,Autumn     ,172,419,2.436046512,Maize,West Bengal
DINAJPUR DAKSHIN, 2012-13,Summer     ,453,1842,4.066225166,Maize,West Bengal
DINAJPUR DAKSHIN, 2013-14,Summer     ,2182,10807,4.9527956,Maize,West Bengal
DINAJPUR DAKSHIN, 2014-15,Summer     ,1858,7451,4.01022605,Maize,West Bengal
DINAJPUR DAKSHIN, 2015-16,Summer     ,2165,9268,4.280831409,Maize,West Bengal
DINAJPUR DAKSHIN, 2016-17,Summer     ,2354,11014,4.67884452,Maize,West Bengal
DINAJPUR DAKSHIN, 2017-18,Autumn     ,71,282,3.971830986,Maize,West Bengal
DINAJPUR DAKSHIN, 2017-18,Summer     ,2291,11455,5,Maize,West Bengal
DINAJPUR DAKSHIN, 2018-19,Autumn     ,51,239,4.68627451,Maize,West Bengal
DINAJPUR DAKSHIN, 2018-19,Summer     ,2265,13590,6,Maize,West Bengal
DINAJPUR DAKSHIN, 2019-20,Summer     ,3730,26670,7.150134048,Maize,West Bengal
DINAJPUR UTTAR, 1998-99,Kharif     ,30,110,3.666666667,Maize,West Bengal
DINAJPUR UTTAR, 1999-00,Kharif     ,12,20,1.666666667,Maize,West Bengal
DINAJPUR UTTAR, 2000-01,Kharif     ,44,140,3.181818182,Maize,West Bengal
DINAJPUR UTTAR, 2001-02,Kharif     ,559,1805,3.228980322,Maize,West Bengal
DINAJPUR UTTAR, 2002-03,Kharif     ,181,426,2.35359116,Maize,West Bengal
DINAJPUR UTTAR, 2003-04,Kharif     ,4935,21269,4.309827761,Maize,West Bengal
DINAJPUR UTTAR, 2004-05,Kharif     ,8283,46556,5.62066884,Maize,West Bengal
DINAJPUR UTTAR, 2005-06,Kharif     ,9890,51762,5.233771486,Maize,West Bengal
DINAJPUR UTTAR, 2006-07,Kharif     ,11996,60196,5.018006002,Maize,West Bengal
DINAJPUR UTTAR, 2007-08,Kharif     ,2152,4970,2.309479554,Maize,West Bengal
DINAJPUR UTTAR, 2007-08,Rabi       ,6550,32750,5,Maize,West Bengal
DINAJPUR UTTAR, 2007-08,Summer     ,3501,22757,6.500142816,Maize,West Bengal
DINAJPUR UTTAR, 2008-09,Autumn     ,2567,7239,2.820023374,Maize,West Bengal
DINAJPUR UTTAR, 2008-09,Rabi       ,9003,51767,5.749972231,Maize,West Bengal
DINAJPUR UTTAR, 2008-09,Summer     ,15750,94894,6.025015873,Maize,West Bengal
DINAJPUR UTTAR, 2009-10,Autumn     ,2729,6258,2.293147673,Maize,West Bengal
DINAJPUR UTTAR, 2009-10,Rabi       ,11876,78382,6.600033681,Maize,West Bengal
DINAJPUR UTTAR, 2009-10,Summer     ,17535,109155,6.224978614,Maize,West Bengal
DINAJPUR UTTAR, 2010-11,Autumn     ,2092,5644,2.69789675,Maize,West Bengal
DINAJPUR UTTAR, 2010-11,Rabi       ,7400,41477,5.605,Maize,West Bengal
DINAJPUR UTTAR, 2010-11,Summer     ,17665,110406,6.249985848,Maize,West Bengal
DINAJPUR UTTAR, 2011-12,Autumn     ,3898,8835,2.266546947,Maize,West Bengal
DINAJPUR UTTAR, 2011-12,Rabi       ,8920,54135,6.068946188,Maize,West Bengal
DINAJPUR UTTAR, 2011-12,Summer     ,17020,103907,6.104994125,Maize,West Bengal
DINAJPUR UTTAR, 2012-13,Autumn     ,8177,19910,2.434878317,Maize,West Bengal
DINAJPUR UTTAR, 2012-13,Rabi       ,14000,73500,5.25,Maize,West Bengal
DINAJPUR UTTAR, 2012-13,Summer     ,20890,131294,6.285016754,Maize,West Bengal
DINAJPUR UTTAR, 2013-14,Autumn     ,9527,26458,2.777159652,Maize,West Bengal
DINAJPUR UTTAR, 2013-14,Rabi       ,20680,126458,6.114990329,Maize,West Bengal
DINAJPUR UTTAR, 2013-14,Summer     ,25900,155530,6.005019305,Maize,West Bengal
DINAJPUR UTTAR, 2014-15,Autumn     ,9061,23046,2.543427878,Maize,West Bengal
DINAJPUR UTTAR, 2014-15,Rabi       ,24800,151280,6.1,Maize,West Bengal
DINAJPUR UTTAR, 2014-15,Summer     ,25900,158767,6.13,Maize,West Bengal
DINAJPUR UTTAR, 2015-16,Autumn     ,9122,26243,2.876891033,Maize,West Bengal
DINAJPUR UTTAR, 2015-16,Rabi       ,24805,151509,6.108002419,Maize,West Bengal
DINAJPUR UTTAR, 2015-16,Summer     ,25395,157652,6.2079937,Maize,West Bengal
DINAJPUR UTTAR, 2016-17,Autumn     ,6144,16774,2.730143229,Maize,West Bengal
DINAJPUR UTTAR, 2016-17,Rabi       ,24803,151398,6.104019675,Maize,West Bengal
DINAJPUR UTTAR, 2016-17,Summer     ,25648,160223,6.246997817,Maize,West Bengal
DINAJPUR UTTAR, 2017-18,Autumn     ,6872,27247,3.964930151,Maize,West Bengal
DINAJPUR UTTAR, 2017-18,Rabi       ,51050,423715,8.3,Maize,West Bengal
DINAJPUR UTTAR, 2017-18,Summer     ,22680,185976,8.2,Maize,West Bengal
DINAJPUR UTTAR, 2018-19,Autumn     ,9038,42313,4.681677362,Maize,West Bengal
